code,date,close
1,2005/3/14,1293.5
1,2005/3/15,1269.144
1,2005/3/16,1255.589
1,2005/3/17,1243.475
1,2005/3/18,1227.403
1,2005/3/21,1231.046
1,2005/3/22,1206.922
1,2005/3/23,1201.649
1,2005/3/24,1208.192
1,2005/3/25,1205.634
1,2005/3/28,1200.113
1,2005/3/29,1195.018
1,2005/3/30,1172.574
1,2005/3/31,1181.236
1,2005/4/1,1223.566
1,2005/4/4,1202.967
1,2005/4/5,1191.745
1,2005/4/6,1214.868
1,2005/4/7,1225.487
1,2005/4/8,1248.521
1,2005/4/11,1240.972
1,2005/4/12,1219.511
1,2005/4/13,1248.203
1,2005/4/14,1234.332
1,2005/4/15,1216.962
1,2005/4/18,1197.735
1,2005/4/19,1199.902
1,2005/4/20,1184.193
1,2005/4/21,1172.556
1,2005/4/22,1169.187
1,2005/4/25,1157.971
1,2005/4/26,1165.335
1,2005/4/27,1148.757
1,2005/4/28,1169.118
1,2005/4/29,1159.146
1,2005/5/9,1130.835
1,2005/5/10,1135.561
1,2005/5/11,1124.271
1,2005/5/12,1103.993
1,2005/5/13,1107.627
1,2005/5/16,1095.468
1,2005/5/17,1099.64
1,2005/5/18,1102.965
1,2005/5/19,1103.475
1,2005/5/20,1099.269
1,2005/5/23,1070.844
1,2005/5/24,1073.847
1,2005/5/25,1072.137
1,2005/5/26,1058.867
1,2005/5/27,1051.946
1,2005/5/30,1060.162
1,2005/5/31,1060.738
1,2005/6/1,1039.187
1,2005/6/2,1016.063
1,2005/6/3,1013.637
1,2005/6/6,1034.378
1,2005/6/7,1030.941
1,2005/6/8,1115.582
1,2005/6/9,1131.052
1,2005/6/10,1108.286
1,2005/6/13,1106.291
1,2005/6/14,1093.464
1,2005/6/15,1072.836
1,2005/6/16,1086.01
1,2005/6/17,1085.61
1,2005/6/20,1115.62
1,2005/6/21,1101.486
1,2005/6/22,1102.033
1,2005/6/23,1093.702
1,2005/6/24,1101.882
1,2005/6/27,1124.64
1,2005/6/28,1108.588
1,2005/6/29,1104.992
1,2005/6/30,1080.938
1,2005/7/1,1055.594
1,2005/7/4,1047.278
1,2005/7/5,1039.043
1,2005/7/6,1033.545
1,2005/7/7,1038.597
1,2005/7/8,1017.983
1,2005/7/11,1011.499
1,2005/7/12,1046.161
1,2005/7/13,1037.394
1,2005/7/14,1040.416
1,2005/7/15,1026.115
1,2005/7/18,1012.097
1,2005/7/19,1014.355
1,2005/7/20,1021.052
1,2005/7/21,1020.632
1,2005/7/22,1046.321
1,2005/7/25,1045.4
1,2005/7/26,1072.807
1,2005/7/27,1089.909
1,2005/7/28,1086.548
1,2005/7/29,1083.033
1,2005/8/1,1088.948
1,2005/8/2,1104.038
1,2005/8/3,1107.699
1,2005/8/4,1102.589
1,2005/8/5,1128.743
1,2005/8/8,1138.882
1,2005/8/9,1152.534
1,2005/8/10,1165.033
1,2005/8/11,1183.579
1,2005/8/12,1167.915
1,2005/8/15,1187.006
1,2005/8/16,1177.278
1,2005/8/17,1192.834
1,2005/8/18,1148.035
1,2005/8/19,1150.184
1,2005/8/22,1158.597
1,2005/8/23,1149.957
1,2005/8/24,1167.137
1,2005/8/25,1172.475
1,2005/8/26,1171.86
1,2005/8/29,1154.428
1,2005/8/30,1146.385
1,2005/8/31,1162.798
1,2005/9/1,1184.933
1,2005/9/2,1188.848
1,2005/9/5,1196.224
1,2005/9/6,1173.322
1,2005/9/7,1194.309
1,2005/9/8,1194.411
1,2005/9/9,1189.625
1,2005/9/12,1188.212
1,2005/9/13,1207.164
1,2005/9/14,1217.261
1,2005/9/15,1217.281
1,2005/9/16,1212.947
1,2005/9/19,1220.627
1,2005/9/20,1212.617
1,2005/9/21,1187.988
1,2005/9/22,1159.96
1,2005/9/23,1151.98
1,2005/9/26,1155.042
1,2005/9/27,1133.237
1,2005/9/28,1131.774
1,2005/9/29,1155.485
1,2005/9/30,1155.61
1,2005/10/10,1138.95
1,2005/10/11,1157.192
1,2005/10/12,1161.853
1,2005/10/13,1152.607
1,2005/10/14,1139.547
1,2005/10/17,1131.375
1,2005/10/18,1141.201
1,2005/10/19,1134.608
1,2005/10/20,1135.949
1,2005/10/21,1141.318
1,2005/10/24,1141.171
1,2005/10/25,1121.918
1,2005/10/26,1097.161
1,2005/10/27,1097.782
1,2005/10/28,1080.867
1,2005/10/31,1092.817
1,2005/11/1,1089.95
1,2005/11/2,1104.792
1,2005/11/3,1095.273
1,2005/11/4,1100.045
1,2005/11/7,1100.65
1,2005/11/8,1110.147
1,2005/11/9,1108.153
1,2005/11/10,1088.301
1,2005/11/11,1090.195
1,2005/11/14,1088.653
1,2005/11/15,1087.508
1,2005/11/16,1095.89
1,2005/11/17,1095.31
1,2005/11/18,1116.999
1,2005/11/21,1119.936
1,2005/11/22,1098.655
1,2005/11/23,1105.746
1,2005/11/24,1113.374
1,2005/11/25,1114.916
1,2005/11/28,1110.823
1,2005/11/29,1096.986
1,2005/11/30,1099.261
1,2005/12/1,1098.747
1,2005/12/2,1094.287
1,2005/12/5,1079.197
1,2005/12/6,1087.794
1,2005/12/7,1099.615
1,2005/12/8,1098.323
1,2005/12/9,1113.477
1,2005/12/12,1116.367
1,2005/12/13,1117.846
1,2005/12/14,1125.387
1,2005/12/15,1123.555
1,2005/12/16,1127.508
1,2005/12/19,1131.751
1,2005/12/20,1136.342
1,2005/12/21,1130.759
1,2005/12/22,1135.238
1,2005/12/23,1144.871
1,2005/12/26,1156.823
1,2005/12/27,1154.288
1,2005/12/28,1157.034
1,2005/12/29,1169.862
1,2005/12/30,1161.057
1,2006/1/4,1180.963
1,2006/1/5,1197.269
1,2006/1/6,1209.422
1,2006/1/9,1215.668
1,2006/1/10,1220.618
1,2006/1/11,1211.053
1,2006/1/12,1226.704
1,2006/1/13,1221.459
1,2006/1/16,1202.869
1,2006/1/17,1208.438
1,2006/1/18,1233.35
1,2006/1/19,1251.576
1,2006/1/20,1255.308
1,2006/1/23,1255.774
1,2006/1/24,1252.062
1,2006/1/25,1258.046
1,2006/2/6,1287.626
1,2006/2/7,1282.096
1,2006/2/8,1290.055
1,2006/2/9,1269.454
1,2006/2/10,1282.656
1,2006/2/13,1279.64
1,2006/2/14,1286.327
1,2006/2/15,1299.166
1,2006/2/16,1270.633
1,2006/2/17,1267.408
1,2006/2/20,1267.542
1,2006/2/21,1288.419
1,2006/2/22,1284.226
1,2006/2/23,1288.847
1,2006/2/24,1296.866
1,2006/2/27,1297.186
1,2006/2/28,1299.03
1,2006/3/1,1306.586
1,2006/3/2,1285.666
1,2006/3/3,1293.297
1,2006/3/6,1288.955
1,2006/3/7,1259.916
1,2006/3/8,1250.384
1,2006/3/9,1245.166
1,2006/3/10,1245.653
1,2006/3/13,1259.674
1,2006/3/14,1259.044
1,2006/3/15,1274.812
1,2006/3/16,1274.19
1,2006/3/17,1269.462
1,2006/3/20,1288.418
1,2006/3/21,1290.395
1,2006/3/22,1296.706
1,2006/3/23,1302.457
1,2006/3/24,1294.704
1,2006/3/27,1290.191
1,2006/3/28,1298.791
1,2006/3/29,1305.567
1,2006/3/30,1294.718
1,2006/3/31,1298.295
1,2006/4/3,1319.471
1,2006/4/4,1329.798
1,2006/4/5,1340.162
1,2006/4/6,1339.737
1,2006/4/7,1342.965
1,2006/4/10,1359.081
1,2006/4/11,1362.229
1,2006/4/12,1360.132
1,2006/4/13,1332.33
1,2006/4/14,1359.538
1,2006/4/17,1378.614
1,2006/4/18,1385.114
1,2006/4/19,1396.702
1,2006/4/20,1385.9
1,2006/4/21,1416.793
1,2006/4/24,1409.786
1,2006/4/25,1399.767
1,2006/4/26,1417.477
1,2006/4/27,1416.732
1,2006/4/28,1440.223
1,2006/5/8,1497.104
1,2006/5/9,1531.161
1,2006/5/10,1545.687
1,2006/5/11,1537.377
1,2006/5/12,1602.832
1,2006/5/15,1664.088
1,2006/5/16,1613.251
1,2006/5/17,1625.146
1,2006/5/18,1617.281
1,2006/5/19,1659.545
1,2006/5/22,1657.689
1,2006/5/23,1604.552
1,2006/5/24,1590.924
1,2006/5/25,1591.425
1,2006/5/26,1613.894
1,2006/5/29,1648.538
1,2006/5/30,1657.288
1,2006/5/31,1641.3
1,2006/6/1,1684.195
1,2006/6/2,1669.399
1,2006/6/5,1684.624
1,2006/6/6,1679.126
1,2006/6/7,1589.545
1,2006/6/8,1591.49
1,2006/6/9,1551.384
1,2006/6/12,1552.798
1,2006/6/13,1548.495
1,2006/6/14,1531.327
1,2006/6/15,1533.98
1,2006/6/16,1574.467
1,2006/6/19,1586.286
1,2006/6/20,1592.332
1,2006/6/21,1598.116
1,2006/6/22,1596.066
1,2006/6/23,1605.711
1,2006/6/26,1633.449
1,2006/6/27,1639.551
1,2006/6/28,1639.286
1,2006/6/29,1671.618
1,2006/6/30,1672.211
1,2006/7/3,1697.282
1,2006/7/4,1681.547
1,2006/7/5,1718.555
1,2006/7/6,1741.47
1,2006/7/7,1730.19
1,2006/7/10,1734.329
1,2006/7/11,1745.806
1,2006/7/12,1740
1,2006/7/13,1655.773
1,2006/7/14,1665.208
1,2006/7/17,1682.887
1,2006/7/18,1684.252
1,2006/7/19,1645.16
1,2006/7/20,1655.122
1,2006/7/21,1665.328
1,2006/7/24,1665.944
1,2006/7/25,1685.461
1,2006/7/26,1686.654
1,2006/7/27,1675.168
1,2006/7/28,1662.031
1,2006/7/31,1612.733
1,2006/8/1,1600.614
1,2006/8/2,1600.872
1,2006/8/3,1601.058
1,2006/8/4,1570.15
1,2006/8/7,1547.436
1,2006/8/8,1580.577
1,2006/8/9,1578.566
1,2006/8/10,1606.065
1,2006/8/11,1605.926
1,2006/8/14,1570.738
1,2006/8/15,1595.657
1,2006/8/16,1616.41
1,2006/8/17,1603.332
1,2006/8/18,1598.018
1,2006/8/21,1601.15
1,2006/8/22,1613.355
1,2006/8/23,1612.396
1,2006/8/24,1623.017
1,2006/8/25,1623.034
1,2006/8/28,1650.438
1,2006/8/29,1651.024
1,2006/8/30,1655.195
1,2006/8/31,1658.638
1,2006/9/1,1636.691
1,2006/9/4,1657.52
1,2006/9/5,1664.078
1,2006/9/6,1672.121
1,2006/9/7,1661.19
1,2006/9/8,1667.984
1,2006/9/11,1674.966
1,2006/9/12,1695.862
1,2006/9/13,1689.389
1,2006/9/14,1689.692
1,2006/9/15,1721.045
1,2006/9/18,1732.987
1,2006/9/19,1735.241
1,2006/9/20,1732.453
1,2006/9/21,1740.901
1,2006/9/22,1725.361
1,2006/9/25,1722.366
1,2006/9/26,1712.637
1,2006/9/27,1725.039
1,2006/9/28,1736.963
1,2006/9/29,1752.424
1,2006/10/9,1785.385
1,2006/10/10,1784.862
1,2006/10/11,1790.104
1,2006/10/12,1778.181
1,2006/10/13,1784.656
1,2006/10/16,1771.299
1,2006/10/17,1763.901
1,2006/10/18,1787.185
1,2006/10/19,1792.253
1,2006/10/20,1790.364
1,2006/10/23,1759.394
1,2006/10/24,1805.181
1,2006/10/25,1806.646
1,2006/10/26,1810.646
1,2006/10/27,1807.175
1,2006/10/30,1809.656
1,2006/10/31,1837.993
1,2006/11/1,1855.713
1,2006/11/2,1851.314
1,2006/11/3,1866.362
1,2006/11/6,1886.307
1,2006/11/7,1889.53
1,2006/11/8,1866.817
1,2006/11/9,1896.482
1,2006/11/10,1883.347
1,2006/11/13,1863.765
1,2006/11/14,1888.239
1,2006/11/15,1922.935
1,2006/11/16,1941.547
1,2006/11/17,1971.793
1,2006/11/20,2017.279
1,2006/11/21,2037.552
1,2006/11/22,2041.355
1,2006/11/23,2062.363
1,2006/11/24,2050.812
1,2006/11/27,2047.277
1,2006/11/28,2038.721
1,2006/11/29,2054.091
1,2006/11/30,2099.289
1,2006/12/1,2102.049
1,2006/12/4,2161.648
1,2006/12/5,2173.285
1,2006/12/6,2156.604
1,2006/12/7,2156.75
1,2006/12/8,2093.638
1,2006/12/11,2180.496
1,2006/12/12,2218.951
1,2006/12/13,2223.455
1,2006/12/14,2249.11
1,2006/12/15,2273.908
1,2006/12/18,2332.434
1,2006/12/19,2364.177
1,2006/12/20,2373.205
1,2006/12/21,2342.938
1,2006/12/22,2343.668
1,2006/12/25,2435.762
1,2006/12/26,2479.732
1,2006/12/27,2536.387
1,2006/12/28,2567.594
1,2006/12/29,2675.474
1,2007/1/4,2715.719
1,2007/1/5,2641.334
1,2007/1/8,2707.199
1,2007/1/9,2807.804
1,2007/1/10,2825.576
1,2007/1/11,2770.11
1,2007/1/12,2668.11
1,2007/1/15,2794.701
1,2007/1/16,2821.017
1,2007/1/17,2778.9
1,2007/1/18,2756.983
1,2007/1/19,2832.207
1,2007/1/22,2933.19
1,2007/1/23,2949.144
1,2007/1/24,2975.129
1,2007/1/25,2857.365
1,2007/1/26,2882.558
1,2007/1/29,2945.263
1,2007/1/30,2930.562
1,2007/1/31,2786.335
1,2007/2/1,2785.432
1,2007/2/2,2673.212
1,2007/2/5,2612.537
1,2007/2/6,2675.697
1,2007/2/7,2716.175
1,2007/2/8,2737.732
1,2007/2/9,2730.386
1,2007/2/12,2807.174
1,2007/2/13,2831.872
1,2007/2/14,2905.093
1,2007/2/15,2993.008
1,2007/2/16,2998.474
1,2007/2/26,3040.599
1,2007/2/27,2771.791
1,2007/2/28,2881.073
1,2007/3/1,2797.19
1,2007/3/2,2831.526
1,2007/3/5,2785.306
1,2007/3/6,2840.175
1,2007/3/7,2896.594
1,2007/3/8,2928.015
1,2007/3/9,2937.91
1,2007/3/12,2954.914
1,2007/3/13,2964.794
1,2007/3/14,2906.334
1,2007/3/15,2951.698
1,2007/3/16,2930.481
1,2007/3/19,3014.442
1,2007/3/20,3032.195
1,2007/3/21,3057.38
1,2007/3/22,3071.225
1,2007/3/23,3074.286
1,2007/3/26,3122.811
1,2007/3/27,3138.826
1,2007/3/28,3173.018
1,2007/3/29,3197.537
1,2007/3/30,3183.983
1,2007/4/2,3252.595
1,2007/4/3,3291.299
1,2007/4/4,3291.542
1,2007/4/5,3319.14
1,2007/4/6,3323.585
1,2007/4/9,3398.95
1,2007/4/10,3444.291
1,2007/4/11,3495.224
1,2007/4/12,3531.029
1,2007/4/13,3518.267
1,2007/4/16,3596.441
1,2007/4/17,3611.87
1,2007/4/18,3612.396
1,2007/4/19,3449.016
1,2007/4/20,3584.204
1,2007/4/23,3710.886
1,2007/4/24,3720.532
1,2007/4/25,3743.959
1,2007/4/26,3783.063
1,2007/4/27,3759.867
1,2007/4/30,3841.272
1,2007/5/8,3950.011
1,2007/5/9,4013.085
1,2007/5/10,4049.701
1,2007/5/11,4021.678
1,2007/5/14,4046.392
1,2007/5/15,3899.178
1,2007/5/16,3986.043
1,2007/5/17,4048.293
1,2007/5/18,4030.258
1,2007/5/21,4072.225
1,2007/5/22,4110.379
1,2007/5/23,4173.709
1,2007/5/24,4151.133
1,2007/5/25,4179.776
1,2007/5/28,4272.111
1,2007/5/29,4334.924
1,2007/5/30,4053.088
1,2007/5/31,4109.654
1,2007/6/1,4000.742
1,2007/6/4,3670.401
1,2007/6/5,3767.101
1,2007/6/6,3776.317
1,2007/6/7,3890.803
1,2007/6/8,3913.135
1,2007/6/11,3995.68
1,2007/6/12,4072.138
1,2007/6/13,4176.48
1,2007/6/14,4115.209
1,2007/6/15,4132.869
1,2007/6/18,4253.348
1,2007/6/19,4269.524
1,2007/6/20,4181.323
1,2007/6/21,4230.823
1,2007/6/22,4091.445
1,2007/6/25,3941.081
1,2007/6/26,3973.371
1,2007/6/27,4078.599
1,2007/6/28,3914.204
1,2007/6/29,3820.703
1,2007/7/2,3836.294
1,2007/7/3,3899.724
1,2007/7/4,3816.165
1,2007/7/5,3615.872
1,2007/7/6,3781.348
1,2007/7/9,3883.216
1,2007/7/10,3853.021
1,2007/7/11,3865.723
1,2007/7/12,3915.991
1,2007/7/13,3914.395
1,2007/7/16,3821.916
1,2007/7/17,3896.191
1,2007/7/18,3930.06
1,2007/7/19,3912.941
1,2007/7/20,4058.853
1,2007/7/23,4213.361
1,2007/7/24,4210.329
1,2007/7/25,4323.966
1,2007/7/26,4346.458
1,2007/7/27,4345.357
1,2007/7/30,4440.769
1,2007/7/31,4471.032
1,2007/8/1,4300.563
1,2007/8/2,4407.73
1,2007/8/3,4560.774
1,2007/8/6,4628.108
1,2007/8/7,4651.225
1,2007/8/8,4663.162
1,2007/8/9,4754.095
1,2007/8/10,4749.369
1,2007/8/13,4820.064
1,2007/8/14,4872.785
1,2007/8/15,4869.883
1,2007/8/16,4765.448
1,2007/8/17,4656.574
1,2007/8/20,4904.855
1,2007/8/21,4955.207
1,2007/8/22,4980.075
1,2007/8/23,5032.494
1,2007/8/24,5107.668
1,2007/8/27,5150.118
1,2007/8/28,5194.689
1,2007/8/29,5109.427
1,2007/8/30,5167.884
1,2007/8/31,5218.825
1,2007/9/3,5321.055
1,2007/9/4,5294.045
1,2007/9/5,5310.716
1,2007/9/6,5393.66
1,2007/9/7,5277.176
1,2007/9/10,5355.287
1,2007/9/11,5113.968
1,2007/9/12,5172.627
1,2007/9/13,5273.592
1,2007/9/14,5312.182
1,2007/9/17,5421.392
1,2007/9/18,5425.208
1,2007/9/19,5395.265
1,2007/9/20,5470.065
1,2007/9/21,5454.674
1,2007/9/24,5485.013
1,2007/9/25,5425.88
1,2007/9/26,5338.52
1,2007/9/27,5409.403
1,2007/9/28,5552.301
1,2007/10/8,5692.755
1,2007/10/9,5715.892
1,2007/10/10,5771.464
1,2007/10/11,5913.23
1,2007/10/12,5903.264
1,2007/10/15,6030.086
1,2007/10/16,6092.057
1,2007/10/17,6036.281
1,2007/10/18,5825.282
1,2007/10/19,5818.047
1,2007/10/22,5667.332
1,2007/10/23,5773.387
1,2007/10/24,5843.109
1,2007/10/25,5562.394
1,2007/10/26,5589.631
1,2007/10/29,5747.997
1,2007/10/30,5897.193
1,2007/10/31,5954.765
1,2007/11/1,5914.285
1,2007/11/2,5777.809
1,2007/11/5,5634.452
1,2007/11/6,5536.569
1,2007/11/7,5601.783
1,2007/11/8,5330.023
1,2007/11/9,5315.54
1,2007/11/12,5187.735
1,2007/11/13,5158.118
1,2007/11/14,5412.694
1,2007/11/15,5365.267
1,2007/11/16,5316.274
1,2007/11/19,5269.817
1,2007/11/20,5293.703
1,2007/11/21,5214.225
1,2007/11/22,4984.161
1,2007/11/23,5032.13
1,2007/11/26,4958.849
1,2007/11/27,4861.111
1,2007/11/28,4803.394
1,2007/11/29,5003.333
1,2007/11/30,4871.778
1,2007/12/3,4868.611
1,2007/12/4,4915.889
1,2007/12/5,5042.654
1,2007/12/6,5035.073
1,2007/12/7,5091.756
1,2007/12/10,5161.919
1,2007/12/11,5175.076
1,2007/12/12,5095.543
1,2007/12/13,4958.043
1,2007/12/14,5007.911
1,2007/12/17,4876.761
1,2007/12/18,4836.174
1,2007/12/19,4941.784
1,2007/12/20,5043.535
1,2007/12/21,5101.779
1,2007/12/24,5234.262
1,2007/12/25,5201.181
1,2007/12/26,5233.351
1,2007/12/27,5308.889
1,2007/12/28,5261.563
1,2008/1/2,5272.814
1,2008/1/3,5319.861
1,2008/1/4,5361.574
1,2008/1/7,5393.343
1,2008/1/8,5386.531
1,2008/1/9,5435.807
1,2008/1/10,5456.541
1,2008/1/11,5484.677
1,2008/1/14,5497.901
1,2008/1/15,5443.791
1,2008/1/16,5290.606
1,2008/1/17,5151.626
1,2008/1/18,5180.514
1,2008/1/21,4914.435
1,2008/1/22,4559.751
1,2008/1/23,4703.047
1,2008/1/24,4717.734
1,2008/1/25,4761.688
1,2008/1/28,4419.294
1,2008/1/29,4457.944
1,2008/1/30,4417.849
1,2008/1/31,4383.393
1,2008/2/1,4320.767
1,2008/2/4,4672.17
1,2008/2/5,4599.696
1,2008/2/13,4490.721
1,2008/2/14,4552.316
1,2008/2/15,4497.127
1,2008/2/18,4568.151
1,2008/2/19,4664.295
1,2008/2/20,4567.026
